Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Type,Machine failure,TWF,HDF,PWF,OSF,RNF
298.55844433074674,310.99017457453874,1647.1435078809466,47.31603858066666,202.4889858718861,M,0,0,0,0,0,0
301.8118133612123,310.48853733181966,1448.952964666938,48.52272813094514,157.37116539114095,L,0,0,0,0,0,0
296.2336116550451,309.76519896116383,1561.3690895958314,32.452634623550445,35.241756826422446,M,0,0,0,0,0,0
300.83187708859236,309.5825009883047,1425.8295262148213,33.518659438817885,241.532222443565,H,0,0,0,0,0,0
302.49834717374665,309.75248515934885,1321.8329405643726,38.75407140577251,174.9087503668159,M,0,0,0,0,0,0
301.1403521675559,311.7933250698993,1707.2423929111983,26.47696539655949,80.18419007637765,L,1,1,0,0,0,0
300.2483527249901,311.39045720191336,1587.4887985355963,25.744576942183336,139.28534006745463,M,0,0,0,0,0,0
299.7567376844655,311.1575425636229,1456.5171902347781,49.68396548932924,53.619572109054076,M,0,0,0,0,0,0
300.10643172403843,309.0992640581354,1795.9138703234253,22.643843819365067,91.91327255790496,M,0,0,0,0,0,0
302.94180169356815,308.15244741868673,1712.9208927060638,52.252505431426826,153.05399719604648,M,0,0,0,0,0,0
301.33459072373654,308.7824093383893,1808.2600598796337,51.57702113338449,130.51222600216323,M,0,0,0,0,0,0
302.5430451674004,310.295616386617,1756.2692313741832,36.50690688623999,142.23829718034955,M,0,0,0,0,0,0
296.0633899161611,309.8263227799287,1660.4609951045322,36.59134468624115,91.6802989911929,M,0,0,0,0,0,0
298.4419757949549,308.83431191586686,1359.6923204707962,30.905974603085056,194.4986642919498,L,1,0,0,0,0,1
300.2282908427052,310.0436818357633,1515.5983008625888,36.123977911631066,108.61136631299526,M,0,0,0,0,0,0
299.3400560066511,310.596135782814,1742.1834529889993,36.23375754818713,109.28043644930565,L,0,0,0,0,0,0
297.0768591488185,309.35413485298596,1427.5266283276096,41.69989605792361,39.43196712070285,M,0,0,0,0,0,0
300.9812948367193,312.0786122051915,1592.3598153519267,52.82014018476174,70.90465025895676,M,0,0,0,0,0,0
300.72198384638824,311.3527596521641,1562.2679439655903,39.44467502543751,160.22040170005488,L,0,0,0,0,0,0
302.42964025874653,309.9398062738242,1288.8875062356199,62.105210674925914,141.66675571392102,M,0,0,0,0,0,0
303.98021829288365,310.5957936904246,1659.0905038132553,38.72334939081471,97.211449202716,L,0,0,0,0,0,0
298.33186530132514,309.90580191513186,1553.1327668835427,33.95281772054505,58.66790763966752,M,0,0,0,0,0,0
298.7216835465822,310.3105156537901,1505.7476776192364,33.29367477531679,72.98359710613799,M,0,0,0,0,0,0
297.47110394375994,309.8252146496247,1718.3768424933103,55.85633270016104,90.15258998052369,H,0,0,0,0,0,0
296.66060918040523,312.64391609787793,1330.7511097157012,28.11450633320041,24.22900736489018,M,0,0,0,0,0,0
298.80416270667445,309.7103265333181,1179.6025151769875,35.54612456924423,44.183023954549164,M,0,0,0,0,0,0
299.65213928525384,309.68442080596947,1691.463757683116,39.85936622654761,76.17297541673837,L,0,0,0,0,0,0
299.5643331192319,309.20750344437926,1516.2113378178915,37.963059427382845,56.15611345844941,M,0,0,0,0,0,0
302.7761564261545,311.04992405304387,1515.9384483797453,40.3921001626794,99.12214059650252,L,0,0,0,0,0,0
301.8472166233179,310.3130889746896,1597.2754608696662,25.81042353871498,168.4784305762401,M,0,0,0,0,0,0
296.1258599583649,308.1705336877736,1520.4288030474843,50.088811663827734,107.13402655212637,H,0,0,0,0,0,0
299.3717518949538,313.6292714936217,1445.2549192908427,52.95990085387239,26.504882790449088,M,0,0,0,0,0,0
302.36591478514356,312.6091825871164,1474.4000226190371,55.95099903589758,178.23674283088252,M,0,0,0,0,0,0
299.6293976847707,310.53996486535397,1494.3692533670667,37.71437791169994,12.170551949187157,M,0,0,0,0,0,0
301.8849558320509,309.1748018159873,1529.545419246436,34.591399509544665,142.65200399855428,M,1,0,1,0,0,0
294.2902605059092,308.3525772059666,1938.4072634849963,33.623562650355694,86.33644823021541,M,0,0,0,0,0,0
299.37520922720336,309.198978080698,1320.7300523504043,44.56008469545686,41.31836659493564,L,0,0,0,0,0,0
296.3669323491117,310.6320876137748,1135.1126274168487,29.882759240834282,176.15117218631858,M,0,0,0,0,0,0
298.8925454744944,308.81359897967747,1218.4981019388997,45.78580398788949,226.2128533755295,H,0,0,0,0,0,0
296.48574229499394,308.4815881896138,1606.8604968578081,63.28581337086848,13.129663181381488,M,0,0,0,0,0,0
298.8671977134092,309.3173584229653,1203.8369728520784,34.762556872490066,168.11540943354362,L,0,0,0,0,0,0
302.266824694147,308.23184679110614,1433.0239692058267,30.182930743063935,174.2249620117351,L,0,0,0,0,0,0
298.2833688074263,310.75080989028396,1594.6993405073524,41.144481604651446,-0.46952983370748314,M,0,0,0,0,0,0
303.5947518853596,312.53320437881246,1734.8010766390364,43.107061191945846,35.462386236028394,M,0,0,0,0,0,0
299.3359596444582,311.39262344193685,1448.1577258419625,31.985254561247487,79.28753407439496,H,0,0,0,0,0,0
299.5252498719372,310.4859079752946,1246.3445273433836,52.96482740325506,4.464696510005183,M,0,0,0,0,0,0
302.3234629182644,309.573845320453,1341.7159910021323,33.326577955400936,58.590141587653925,L,1,1,0,0,0,0
297.3486375755015,310.9652903309754,1546.9207609308644,51.35830728853722,170.7371577993633,M,0,0,0,0,0,0
298.2495058232874,309.84236700907803,1504.4094784651047,53.69247864250981,192.57389315030343,M,0,0,0,0,0,0
299.4738045329282,309.2243063633122,1901.2658536182744,26.79010561898241,59.99455559152113,M,0,0,0,0,0,0
296.20143376502904,308.8207985871418,1678.796852757945,41.53819648569552,59.21995847134162,M,0,0,0,0,0,0
297.6381886004555,309.59150148216753,1333.9880938206816,39.98093578294438,157.4370796936203,M,0,0,0,0,0,0
300.46737860459666,309.96237274722716,1696.0101649792352,37.00289439389106,13.624311531811003,M,0,0,0,0,0,0
302.6259508956482,310.6265893914698,1389.3373705271572,36.570649897456896,115.81609760854685,M,0,0,0,0,0,0
300.63896599117294,308.1255804347754,1560.107190375085,42.95149816281524,67.3022352299343,H,0,0,0,0,0,0
303.3333116894845,307.8284607934101,1615.46796848675,51.18691715695115,167.9402716373297,M,0,0,0,0,0,0
301.7664017354274,312.7742712281527,1633.5762984414139,41.12356873292818,77.16738447203045,L,0,0,0,0,0,0
294.8330668789274,309.9229230262169,1348.6713817216678,36.21120565671666,119.02782579440384,L,0,0,0,0,0,0
301.4986892507123,309.7249826979326,1589.3373836805338,36.537214358865036,205.9971213415389,M,0,0,0,0,0,0
296.8010715210713,308.420771063193,1400.2019772793074,29.78557926290157,109.33005815275968,M,0,0,0,0,0,0
298.8704949993038,308.08768375565774,1481.6544385800948,59.912347741287,45.89525065493816,M,0,0,0,0,0,0
298.2587429947739,308.2666976332146,1343.6665994749728,43.9524870551111,241.98171509060768,H,0,0,0,0,0,0
300.6564651826367,310.7315531002303,1561.8439641224577,55.754071360521436,29.820035276588314,L,0,0,0,0,0,0
298.0076382025607,310.66108723202785,1542.4497091834032,46.56255345777759,110.40969126353508,M,0,0,0,0,0,0
300.45007197406574,311.2177164445192,2010.4456701238,39.16173706839633,64.8258350734097,M,0,0,0,0,0,0
301.4922640922475,309.65428804298364,1853.9957934093904,46.658860610694724,96.48706083259005,M,0,0,0,0,0,0
296.3852361228377,310.8628816994536,1495.6367419724863,38.70939609677469,12.676698471663926,M,0,0,0,0,0,0
300.4868832074312,311.4600699144741,1651.5000381957652,46.04683949280958,-46.2426746825945,L,0,0,0,0,0,0
304.09436143282613,309.8140261077788,1627.627776927126,42.69592218405332,56.35818532785607,L,0,0,0,0,0,0
298.63951434293574,311.2943309970541,1530.136879402945,46.45286266400335,21.0604290274255,M,0,0,0,0,0,0
293.0973303072543,312.0206917524409,1870.4759805212948,35.7771369191673,136.81283856906092,M,0,0,0,0,0,0
300.41500968240723,311.21073052049604,1740.197917842669,30.407488634325865,63.07389332869422,M,0,0,0,0,0,0
298.49745020328726,311.4705189356445,1229.718709602136,26.348890065121317,13.832580180370243,M,0,0,0,0,0,0
302.29348225121686,310.23499054053786,1524.7621632522773,29.463296028189355,54.81890034343906,M,0,0,0,0,0,0
299.4766314301261,311.9267135438922,1482.4197035008094,30.125990038331686,126.52222650459133,M,0,0,0,0,0,0
299.25539620630633,309.77762842308283,1233.4558066296004,45.08283948492228,91.75894695975475,H,0,0,0,0,0,0
300.22873429378893,309.8980877074369,1574.6572139167486,40.83669940728318,48.27993879695939,M,0,0,0,0,0,0
302.3512222714964,312.3784496748223,1514.499291941164,35.581781665534216,199.34022143729197,L,0,0,0,0,0,0
296.83461507497947,308.84595626222,1449.1253656646224,44.92858059573933,72.16134162550755,L,0,0,0,0,0,0
299.40224433035485,310.03760067215586,1845.2749956984253,32.416710446193186,262.0083984902403,M,0,0,0,0,0,0
296.7812930514251,307.44763830949717,1700.691881064795,40.55926084075425,71.81545177419672,M,0,0,0,0,0,0
299.44095349671886,309.902916781947,1599.7289789626966,29.61035902397175,48.606467790830095,M,0,0,0,0,0,0
300.8286484433943,308.98639658666355,2005.601500046132,46.51273473439646,136.3820693507537,M,0,0,0,0,0,0
300.13483119840413,309.43652897917286,1556.167147808807,30.116915856580366,28.24890645966994,M,0,0,0,0,0,0
300.53441657491356,311.03402559429446,1519.6151179605954,35.28152332827781,122.13674606030864,M,0,0,0,0,0,0
297.538425489591,312.0802947359705,1282.2870266042898,59.11033652152874,201.7266168114288,M,0,0,0,0,0,0
298.2286002384499,311.7580255285684,1725.6675109903435,38.64137829461138,159.44863271504104,L,0,0,0,0,0,0
299.0349158523913,308.73606334246097,1383.5897664793217,69.58784985209925,10.134521323952441,M,0,0,0,0,0,0
299.4601428393647,311.52178615244566,1550.8817705708748,44.45070567938636,130.3362797331836,M,0,0,0,0,0,0
301.8513436865751,308.9915899151155,1586.0987582187604,51.58561720882071,134.57988785205706,M,0,0,0,0,0,0
298.0097299318757,309.01742325174075,1300.5500147264047,31.40431577605808,109.9814727250617,M,0,0,0,0,0,0
298.37350766892837,309.99203670777075,1508.8987056584563,30.274290210709864,142.88766262967158,M,0,0,0,0,0,0
302.26872052670353,311.9340573960646,1640.6129244331041,34.3666749214826,152.66858377562784,M,0,0,0,0,0,0
300.8894295335894,310.3027829709403,1487.8912603013548,30.924016024397854,155.30219768866212,M,0,0,0,0,0,0
302.67106560579424,309.499786699597,1556.9784579516634,42.12256373949029,9.857261614453009,M,0,0,0,0,0,0
298.016588945217,308.07868271283223,1619.2548000555275,35.06363196258899,190.80497638521547,L,0,0,0,0,0,0
297.4760414438577,310.70297287207273,1376.1165900597023,45.0352782523969,81.04217015605272,L,0,0,0,0,0,0
299.28959572719634,308.1608180821076,1617.7541108989353,45.92545590223517,119.52376703608185,M,0,0,0,0,0,0
300.23209947052055,311.9482453756322,1422.407536770792,39.3886633223124,29.338214548418946,H,0,0,0,0,0,0
297.7374045080661,309.7192203466128,1528.6771741665943,30.57379871355209,97.18815160683097,M,0,0,0,0,0,0
301.9841437029488,307.09260350221416,1858.6463906519346,39.80710386735143,165.64547665703228,M,0,0,0,0,0,0
302.8047817464541,308.19720020336956,1717.4358571441103,33.41391081604122,157.11111345479253,M,0,0,0,0,0,0
297.3636039663286,312.00110543741965,1527.0122106654608,65.30762280773874,68.47817421207483,L,0,0,0,0,0,0
298.3021997545926,312.32478512551086,1357.9435787274863,39.59679156381634,22.010327373694807,M,0,0,0,0,0,0
299.1687119050648,309.05531651530674,1851.783147952096,33.76111047696395,124.92335274637773,L,0,0,0,0,0,0
300.3965408920189,310.9938399633106,1730.4959970528118,41.65983685190495,142.05123948602704,L,0,0,0,0,0,0
297.365921185428,309.99770344031737,1356.5193141519896,22.513047829142824,-57.07892725575857,M,0,0,0,0,0,0
300.92723867448194,310.246342549808,1549.581668146356,50.6472520368793,134.81988915436835,M,0,0,0,0,0,0
299.51304469690956,308.0985785911602,1636.9917747344412,36.13030595238898,95.01007815748547,M,0,0,0,0,0,0
298.9414187591652,310.28485325350385,1277.4632162946075,55.08312634670573,100.877156505861,M,0,0,0,0,0,0
305.02845246150554,308.1003072743827,1388.3039851063445,39.87013208003271,81.62219488008805,L,0,0,0,0,0,0
300.40502674600503,308.15644507605606,1471.4692974877037,42.02022825069313,12.864388879660694,L,0,0,0,0,0,0
301.91896373017715,308.89600775671744,1626.7113524368226,38.42748479716116,141.88989068939526,M,0,0,0,0,0,0
299.97580180835195,310.29008937469564,1358.2968592427587,14.196219679585624,170.66097778390213,M,0,0,0,0,0,0
297.9306253683994,310.6980637349575,1603.8912708295722,27.29487537030738,37.5116296956958,L,0,0,0,0,0,0
300.77270162040674,309.58297191097216,1394.8031883834292,47.419561797893664,7.771118886464933,M,0,0,0,0,0,0
297.0322344800385,307.95130733755906,1230.5048697413813,42.1539681395826,171.42035867555262,M,0,0,0,0,0,0
302.494201971321,309.91852235967997,1428.2376894683957,35.12045963822848,-5.45518886625311,M,0,0,0,0,0,0
300.95209813965766,308.82247565929276,1260.0664963921934,33.175016792614485,119.61539848835446,M,0,0,0,0,0,0
300.0298659471872,309.011820121909,1307.106866788678,36.05277972440428,124.21886845823978,H,0,0,0,0,0,0
298.8483726038297,310.71553528107,1295.3667760167118,48.082080009577865,139.6129508390636,M,0,0,0,0,0,0
297.5703289091776,309.8850307271654,1455.4704300487488,42.71862346327497,159.19802382531765,L,0,0,0,0,0,0
300.636032681674,309.74345749353046,1328.2662617490278,41.855252313008805,111.71344071888116,H,0,0,0,0,0,0
300.6441050063184,311.9909045032848,1711.8051265081501,41.635809244255114,8.1307651977463,M,0,0,0,0,0,0
301.4307802177008,308.9359746851821,1469.735938984277,37.91003179119741,191.34099536269687,M,0,0,0,0,0,0
300.4867471533411,310.8077748401414,1384.1712203980894,51.216399047697635,126.70335134331613,M,0,0,0,0,0,0
298.12289871185015,309.01665763052586,1376.3686415411537,57.87777907780533,136.75786539170736,M,0,0,0,0,0,0
301.22049279002744,307.80671742040255,1670.111852958095,40.27237425191579,83.90937615935158,M,0,0,0,0,0,0
300.05787020473986,309.05147369672216,1445.3954267115214,56.87504602564756,123.88229808936589,M,0,0,0,0,0,0
296.3822134619909,308.7962392368497,1392.3326394024396,38.5439698081377,49.97592750837032,H,0,0,0,0,0,0
301.12475309978663,310.9160731072057,1464.785322726345,39.18815981530414,141.82196829708207,M,0,0,0,0,0,0
299.74371390689663,310.4952962346131,1655.5183027153678,60.60142064291031,105.46844173143506,L,0,0,0,0,0,0
298.75951758035575,308.81428916368657,1506.2263995398202,41.26138341126608,80.08120203313982,M,0,0,0,0,0,0
299.02808680056023,311.848993627745,1446.222164914917,29.644390254340763,165.04824874155497,M,0,0,0,0,0,0
302.9624421310311,309.1028614396908,1506.842126293187,24.226744310508288,116.66544067677273,M,0,0,0,0,0,0
303.079509710165,309.1157770637354,1718.4649956162857,15.393724687986694,133.3915573906287,L,0,0,0,0,0,0
301.2056067166308,309.5959724758476,1653.0559098143106,29.720036653625506,45.60660988997104,H,0,0,0,0,0,0
303.64942323382684,307.39198020275154,1436.9114838139305,37.37904638535299,154.25315461227692,M,0,0,0,0,0,0
300.0065894117616,312.0658079849352,1436.9881129901003,38.32563860936131,59.97298420574124,M,0,0,0,0,0,0
299.3928606434947,311.7550378586667,1489.1524280466779,41.69457969666,191.7210859595029,M,0,0,0,0,0,0
299.54669468468484,309.66053676379215,1682.024444432022,45.18608156280228,32.51785110040453,M,0,0,0,0,0,0
299.33736542158465,309.117211105709,1115.3665484930275,34.2006294519145,-15.885050996102137,M,0,0,0,0,0,0
298.4267326169835,309.3493659306197,1684.9699152104656,41.718472621706596,146.83068891040386,M,0,0,0,0,0,0
301.59047967211615,307.6988019792312,1650.3504203420462,32.59818335280186,95.27553872727913,M,0,0,0,0,0,0
297.53159665769033,311.17612906977035,1376.211847772814,43.941375903128595,187.2947062875933,M,0,0,0,0,0,0
300.02925529852587,312.32095136172506,1462.1656814286957,48.37466590469997,185.8707418732531,L,0,0,0,0,0,0
300.3778725911181,309.40463091676895,1519.4111015326237,23.20292232121926,179.8873879495696,M,0,0,0,0,0,0
302.4595118411278,312.39526754969063,1255.41485877997,38.14699699493737,83.95889961873164,L,0,0,0,0,0,0
298.7998388361292,311.0380487494831,1402.6397024668825,36.26921776043597,109.5980080326227,M,0,0,0,0,0,0
297.0801704638506,310.36047128753495,1662.9725193521165,33.637358740829114,21.514791771051264,H,0,0,0,0,0,0
301.1785821669807,306.63583528573304,1901.8979344090758,43.785512322463234,76.1143192166617,L,1,0,0,0,1,0
300.66909434135925,309.64109462576073,1680.4017028673716,46.50751049438547,62.759572215891026,M,0,0,0,0,0,0
296.88794859114,311.0173178633973,1909.2191944416663,37.36885459487774,11.417245434115841,M,0,0,0,0,0,0
297.5920061659421,306.9797321729635,1526.4712539434465,40.79686582133277,158.72149957212696,L,0,0,0,0,0,0
302.335177828455,311.2736099036642,1606.2545734270477,22.75215444422549,149.50532489255764,H,0,0,0,0,0,0
300.41131266663996,307.4385282648033,1629.0240164046563,37.06407898200396,65.20958613439564,M,0,0,0,0,0,0
302.8494547619662,308.8818312915576,1581.7635891471878,35.903657316188834,171.6163637016798,L,0,0,0,0,0,0
300.2917528033102,309.9730277463314,1430.7813215973854,48.13720638893533,-25.872705102119284,M,0,0,0,0,0,0
299.7878930779076,309.59868621672416,1292.01084315452,40.269152799320274,153.32026738330254,M,0,0,0,0,0,0
301.7371979128522,310.4237115092212,1577.0068704016646,48.11649459855835,67.601107848883,L,0,0,0,0,0,0
303.14866070682683,309.3938031250057,1390.0885512432899,42.706042516924995,144.04838484911102,L,0,0,0,0,0,0
302.8938451659348,311.32693999047757,1201.9952012638614,31.631209828593484,37.558372610284025,M,0,0,0,0,0,0
296.44122043674037,309.9618367670759,1659.896782575766,49.598982126021674,188.7498722872839,M,0,0,0,0,0,0
300.3588020103015,307.7961250164657,1547.2054134375473,45.91955656246452,5.407085784609265,H,0,0,0,0,0,0
301.46698460783114,310.181029244415,1936.65785457055,43.16983500498605,65.51262903246644,M,0,0,0,0,0,0
302.86305135489584,308.46219326348364,1595.3478785507461,35.66865244761302,165.02940894518846,L,0,0,0,0,0,0
298.383605693253,309.15592574239804,1409.9872785918449,40.6269351797133,52.659936091992115,M,0,0,0,0,0,0
301.1007000018082,309.7645155823939,1447.3850382847597,14.69473087992148,76.60491258979063,M,0,0,0,0,0,0
301.57249411423743,310.5172951347097,1693.6242550218567,44.82410233488838,-63.4258582902184,M,0,0,0,0,0,0
298.03312125289034,308.9292319923901,1515.1657455596628,36.89745339262346,157.2727043874089,M,0,0,0,0,0,0
299.39556183619777,309.314709835305,1743.4771682345504,27.78734072177556,103.38770376921771,L,0,0,0,0,0,0
300.7127843005135,310.93296093903183,1691.2301008613292,43.79344731434851,200.6236926226943,M,0,0,0,0,0,0
301.3324207030554,310.4968036370656,1688.557895821095,31.186019084935094,21.044886736258476,L,0,0,0,0,0,0
303.4268724155833,310.1376499580505,1758.325364878193,38.00509331677129,194.3643542570828,L,0,0,0,0,0,0
299.15111219758796,311.01402323967415,1371.4394581327851,38.74694241382564,97.92832128214754,M,0,0,0,0,0,0
299.6423174349256,311.01098742226645,1429.4355801087643,33.13237774119647,114.20904599041548,L,0,0,0,0,0,0
303.783521798521,308.29274468751186,1816.4811082365334,33.5776564398323,76.32480490540962,M,0,0,0,0,0,0
299.78068167278985,310.3874176960703,1495.4152196170978,43.98203544790022,64.87674642637788,M,0,0,0,0,0,0
299.98063988273293,308.88942053373876,1427.9272330400308,22.003633542141497,106.88112227382882,M,0,0,0,0,0,0
299.775339276881,308.16883892342236,1657.5855942750372,26.918191849814274,124.11749072601283,L,0,0,0,0,0,0
295.7552048784932,310.7179646695351,1678.492441702995,43.47373951939793,232.09601831159762,H,0,0,0,0,0,0
300.9000595407693,311.38253693431005,1607.4202887426788,36.38345407599519,73.61073853203686,H,0,0,0,0,0,0
301.765771453825,308.8350361964413,1470.558378659252,53.34623010876173,138.5641889650107,L,0,0,0,0,0,0
301.4205289820732,310.76296120211094,1510.847203378393,32.24686543542403,46.215270579021094,M,0,0,0,0,0,0
301.0530299343213,309.98774861311097,1467.5381635168085,34.89314740379128,-6.0613574548783475,M,0,0,0,0,0,0
301.03079836769894,309.26994854595273,1743.7979661278869,43.26637682775794,108.33275587338046,M,0,0,0,0,0,0
298.8880590324379,309.9155873348941,1705.3149644132668,36.19435636532984,176.96161320794965,M,0,0,0,0,0,0
300.62850453948585,310.95817358612055,1689.2385274795058,35.04824461206228,156.47579272354352,M,0,0,0,0,0,0
298.6510649118737,310.36609764198084,1916.150756725775,26.960101035390274,59.7091834785587,L,0,0,0,0,0,0
297.91163942121494,310.6602802787364,1646.5217198000123,27.050816884677772,154.5818536892185,M,0,0,0,0,0,0
295.80190641236175,308.1929206818297,1613.619227695409,37.97921508633181,84.91005122398967,H,0,0,0,0,0,0
299.4747669191976,310.00616016249546,1661.3976221715461,39.98679053587263,196.84936629227926,H,0,0,0,0,0,0
302.83009543061655,309.58129398957425,1602.8549603740016,22.79180954045269,13.916344441440955,M,0,0,0,0,0,0
300.4419927008689,310.1351275457314,1412.4871860358803,49.450537338360036,75.34547645098304,L,0,0,0,0,0,0
301.09790718007145,309.2874491534465,1597.4190835702905,45.47043459639053,-12.131845161156491,M,0,0,0,0,0,0
303.06403439509086,307.0617558714832,1463.641089685759,39.47204965259182,-18.97828209306138,M,0,0,0,0,0,0
301.8143608887001,307.95515124874964,1720.0623719576802,33.023316017901244,134.25216459585513,M,0,0,0,0,0,0
299.432728738366,308.8193993070351,1640.2823482449653,31.611879113474053,40.84814176828412,M,0,0,0,0,0,0
299.6296037116615,309.5481001673611,1260.706510791431,41.90467949979195,9.797856653960167,M,0,0,0,0,0,0
300.30475774412565,309.9532461368813,1315.3513818262534,61.66308756597282,181.93054686782864,M,0,0,0,0,0,0
304.0053310739621,308.5682342934178,1623.6652237868407,33.71543908856318,103.8731948943518,M,0,0,0,0,0,0
299.5539249734973,308.9249826699432,1821.5720529220036,32.47019011148126,163.76116186854944,L,0,0,0,0,0,0
301.33640762052147,309.50380933421496,1624.3205036706793,53.69563779021431,37.43765675519771,L,1,0,0,0,0,1
296.8879466275304,308.5518665252965,1554.2154923940745,39.44421813600641,123.81188058423436,L,0,0,0,0,0,0
298.06773105822333,309.2842052709664,1282.16980920888,49.30291152147644,-3.1906719167484283,M,0,0,0,0,0,0
303.9479891153685,308.7216259885007,1364.956052730322,31.206824191530426,137.26232613216388,M,0,0,0,0,0,0
300.67929415689207,308.88688588669606,1625.6453842774558,54.9586477267699,143.97791044248234,H,0,0,0,0,0,0
300.2248186122964,308.7879057407339,1479.1214668044418,57.82882832124653,170.9046140922482,M,0,0,0,0,0,0
302.4845330802416,310.9345675665134,1486.1600528457934,34.88946824881863,48.141898629973504,M,0,0,0,0,0,0
297.7047515522875,309.6815817387239,1683.7643251839083,48.91405345025335,62.02277265112026,M,0,0,0,0,0,0
301.1482146051255,309.5588345257082,1590.376224297721,33.59560940929207,0.8093244177275949,M,0,0,0,0,0,0
301.151931395589,312.17873649914463,1878.1116807625308,65.06068475265363,101.95531357894309,M,0,0,0,0,0,0
300.7002537750182,311.58196449782463,923.7698571134426,28.555747638747953,52.61068820212596,L,1,0,0,0,0,1
300.4123882105939,309.53278622482424,1640.6747807750978,43.07388604083627,202.29115283131114,L,0,0,0,0,0,0
301.05998729949783,307.5148700963265,1872.2421130525713,38.60913757805942,169.05703578743265,L,0,0,0,0,0,0
300.65352667018857,309.86113382206764,1661.2667169870947,46.29793576160466,113.11769351630934,H,0,0,0,0,0,0
302.8678380104448,309.50041239015604,1556.929750168191,45.90986188104138,127.15525054982258,L,0,0,0,0,0,0
298.1237489196793,307.7406805287343,1338.6623114467536,34.803549683607336,-5.872201680399854,M,0,0,0,0,0,0
301.4336022961772,309.43255467051034,1473.2998323774184,44.029504053039304,109.70514777146875,H,0,0,0,0,0,0
299.06426470309043,308.22250728314935,1582.4149004643543,34.31102223825537,148.58781197725645,L,0,0,0,0,0,0
302.16796128411374,310.28700312631673,1819.508272505388,56.7778746314069,113.24409152109307,M,0,0,0,0,0,0
302.1294748964577,309.1214271026499,1552.2518350886605,38.002076555227305,193.08352595806312,M,0,0,0,0,0,0
301.0550629686828,310.63224677883534,1623.9175110184658,13.717141774016394,159.6313978812707,L,0,0,0,0,0,0
298.9079658294024,308.9520754247993,1543.8113766047977,44.899996378240004,-22.382387010490532,M,0,0,0,0,0,0
302.91807158114386,311.2371056287605,1715.3264739006172,41.14189704794278,117.98713909193955,M,0,0,0,0,0,0
304.86874807197364,307.2786879018483,1610.3658057405987,35.02979230594486,49.99662083611388,L,0,0,0,0,0,0
297.1283215712546,310.78162874090305,1595.4726829619879,47.552412188584825,103.76789957422685,M,0,0,0,0,0,0
298.6442269923757,311.06641458956705,1548.0318187974963,45.59008963764661,132.79430741835202,L,0,0,0,0,0,0
303.8913085420768,311.35740969995794,1565.2341880119825,35.50270763364962,90.94209885089994,H,0,0,0,0,0,0
298.95352197946943,312.2562525819485,1326.4708873955656,42.409001223545985,154.56328533565036,H,0,0,0,0,0,0
301.6546235472086,311.93195009435743,1628.1081070115833,30.787875562902492,172.7488447587529,M,0,0,0,0,0,0
303.26502138582276,309.9209193140685,1724.5348376703155,25.97314677412823,158.72922357307394,H,0,0,0,0,0,0
303.29209457348844,308.3564963255261,1767.07789699167,47.31588231898265,-32.32188571678705,M,0,0,0,0,0,0
300.0679181217745,309.5895505090616,1265.7737327487919,55.96989713399269,94.43184644038385,L,0,0,0,0,0,0
300.1681470756748,310.018017309835,1427.065445034572,38.276973234594465,65.65393770012034,M,0,0,0,0,0,0
300.2638756329879,310.81914839150267,1640.7518240076686,42.797212023584585,111.58304744569313,M,0,0,0,0,0,0
298.483855291358,312.2549665404393,1323.708867220241,39.081867198336376,97.93730444155487,M,1,0,0,0,0,1
296.16352881450814,310.77058169526487,1445.0910571482932,41.34969268012716,-6.264687059525954,M,0,0,0,0,0,0
298.4602631255609,313.3751750719062,1713.362457210927,52.835604246452455,168.96796681218495,L,0,0,0,0,0,0
300.16089131666223,309.9791752208118,1538.7124704304672,51.29964531463606,114.50042101840296,L,0,0,0,0,0,0
300.6510764983077,308.3425011037992,1494.3764232762787,37.254768999846895,114.25398225476636,M,0,0,0,0,0,0
296.5583637557494,309.3223253665414,1577.9954114365703,40.761154165341345,113.60926330201228,M,0,0,0,0,0,0
296.87160993126696,309.6035416984428,1575.1094890478828,41.4284159720443,69.20340004341011,L,0,0,0,0,0,0
300.38722882625024,312.61230393519224,1800.4026102324383,36.899208504441226,132.96406798142658,M,0,0,0,0,0,0
299.42016145290677,311.6986368250324,1660.3268189891958,27.889197926859197,217.62357538043503,L,0,0,0,0,0,0
299.92674500679,312.380769122598,1264.7460871140527,45.41583337479873,135.25596268042713,M,0,0,0,0,0,0
298.89701550442464,308.0964089052471,1305.9843519615001,23.55600788735874,41.9742907403609,H,1,0,0,1,0,0
